,id,cuisine,ingredients_string,pred
2552,39048,italian,garlic powder dijon mustard sour cream green olives ground black pepper chopped fresh chives egg prosciutto grated parmesan cheese mayonaise hot pepper sauce red bell pepper,italian
37834,20920,italian,kosher salt fresh lemon juice extra virgin olive oil sesame seeds baby lima beans garlic cloves,greek
19099,23387,italian,large eggs extra virgin olive oil scallion fava beans pattypan squash baby zucchini sorrel chive salt garlic cloves milk pea freshly ground pepper,italian
37852,34239,italian,large egg yolks extra virgin olive oil mozzarella cheese large garlic cloves pizza doughs black pepper baby arugula ricotta parmigiano reggiano cheese salt,italian
37875,46934,italian,swiss chard garlic kosher salt pappardelle black pepper ricotta cheese parmesan cheese extra virgin olive oil,italian
37879,33007,italian,garlic fresh basil leaves small white beans bow tie pasta extra virgin olive oil diced tomatoes in juice,italian
25373,10664,italian,dried porcini mushrooms olive oil crushed red pepper garlic cloves egg milk ground veal freshly ground pepper perciatelli English muffins salt hot water fresh rosemary crushed tomatoes pecorino romano cheese sweet italian sausage onion,italian
37859,12977,italian,superfine sugar cake flour fruit balsamic vinegar grated lemon zest egg baking powder salt milk extra virgin olive oil,italian
2510,22882,italian,egg flour filet pepper butter white wine crimini mushrooms chicken broth olive oil salt,italian
24926,1176,italian,potato dried thyme shredded cheddar cheese heavy cream ground black pepper,french
1614,21609,italian,rosemary sprigs water shallot oyster mushrooms smoked gouda fresh rosemary black pepper fresh parmesan cheese butter garlic cloves arborio rice cremini mushrooms olive oil chopped fresh thyme salt spinach fat free less sodium chicken broth dry white wine button mushrooms shiitake mushroom caps,italian
24454,44979,italian,parmesan cheese cracked black pepper country ham chopped fresh chives refrigerated fettuccine egg yolks garlic cloves olive oil shallot fresh parsley,italian
1609,19705,italian,vine ripened tomatoes purple onion red wine vinegar fresh mozzarella arugula ground black pepper focaccia,italian
20443,35864,italian,dry white wine dried basil onion olive oil oregano tomato garlic,italian
38551,2522,italian,grated parmesan cheese risotto rice olive oil butter onion homemade chicken broth dry white wine flat leaf parsley ground black pepper salt,italian
20450,33796,italian,fresh basil artichoke hearts garlic cloves whole wheat pita rounds crushed red pepper grape tomatoes part skim mozzarella cheese olive oil purple onion,italian
20394,5856,italian,ground black pepper garlic cloves water salt red bell pepper olive oil chopped onion fresh parsley potato carrot,spanish
20395,22321,italian,large egg yolks heavy whipping cream sugar dark rum whole milk marsala wine vanilla extract,italian
20400,17243,italian,egg ricotta cheese white sugar double crust pie pastry candied lemon peel candied orange peel vanilla extract ground cinnamon milk cooked white rice,italian
20417,39284,italian,extra virgin olive oil water spaghetti fat free less sodium chicken broth fresh parsley large garlic cloves dried oregano,italian
38530,24225,italian,boneless pork shoulder water extra virgin olive oil chicken thighs fresh rosemary dry white wine carrot cabbage arborio rice unsalted butter garlic cloves boneless veal shoulder celery ribs kosher salt rabbit onion,italian
38555,12348,italian,pasta water garlic spinach diced tomatoes chicken broth olive oil hot Italian sausages tomato sauce chees fresh mozzarella,italian
20484,6518,italian,ground pepper extra virgin olive oil balsamic vinegar coarse salt grape tomatoes ricotta cheese,italian
1574,20284,italian,cream cheese boiling water butter cooked shrimp dried basil fresh mushrooms linguini garlic fresh parsley,italian
24405,15335,italian,italian sausage minced garlic lasagna noodles part skim ricotta cheese bay leaf fresh basil golden brown sugar grated parmesan cheese chopped onion frozen chopped spinach mozzarella cheese olive oil lean ground beef carrot tomato paste crushed tomatoes large eggs crushed red pepper dried oregano,italian
1567,46264,italian,pepper extra virgin olive oil pinenuts potato green beans romano cheese grated parmesan cheese garlic cloves fresh basil barilla salt,italian
20498,9955,italian,frozen chopped spinach olive oil boneless skinless chicken breast halves egg dijon style mustard water all purpose flour puff pastry sheets ground nutmeg,french
20463,3945,italian,zucchini spaghettini freshly grated parmesan extra virgin olive oil basil boiling potatoes ground black pepper fine sea salt,italian
20478,12449,italian,tomato extra virgin olive oil basil leaves garlic cloves burrata freshly ground pepper short pasta coarse salt,italian
1586,46189,italian,unsalted butter ground pork carrot celery ribs dry white wine grated nutmeg chuck whole milk tomatoes with juice onion store bought low sodium chicken stock coarse salt freshly ground pepper,southern_us
1584,1333,italian,swordfish steaks shallot salt hot water ground black pepper anchovy paste scallion olive oil red wine vinegar anchovy fillets fresh parsley grated parmesan cheese linguine lemon juice,italian
24425,46130,italian,pecorino romano cheese grape tomatoes sweet italian sausage red pepper flakes dried pasta,italian
20475,12849,italian,olive oil garlic white wine parsley spaghetti crimini mushrooms salt pepper crushed red pepper flakes,italian
24520,22730,italian,egg substitute cooking spray orange bell pepper ham black pepper fat free milk sliced green onions shredded reduced fat cheddar cheese salt,french
24517,21007,italian,brandy white sugar pinenuts fig peach white wine,italian
20326,17278,italian,olive oil ground sirloin Italian bread large eggs salt spaghetti ground black pepper large garlic cloves flat leaf parsley milk grated parmesan cheese sauce,italian
20332,41638,italian,parmesan cheese garlic cloves kosher salt crushed red pepper flakes onion fresh basil unsalted butter bucatini peeled tomatoes extra virgin olive oil,italian
20308,41202,italian,caper extra virgin olive oil fresh basil leaves cooked rigatoni freshly ground pepper parmesan cheese salt plum tomatoes chees fresh mozzarella garlic cloves,italian
1706,30166,italian,black pepper ground red pepper sliced green onions reduced fat sharp cheddar cheese cooking spray salt egg substitute vegetable oil vidalia onion dried thyme deli ham,southern_us
24545,34013,italian,minced garlic diced tomatoes chopped onion olive oil linguine fresh oregano leaves light cream shredded parmesan cheese italian chicken sausage dry red wine dried oregano,italian
1694,22509,italian,olive oil garlic chicken stock basil leaves plum tomatoes ground black pepper onion peasant bread coarse salt,italian
20298,40830,italian,crusty bread olive oil red wine plum chilli fresh basil black pepper herb sea salt carrot spaghetti fresh rosemary back bacon rashers fresh bay leaves beef stock cubes minced beef onion tomato pur e cherry tomatoes grated parmesan cheese garlic celery dried oregano,italian
20338,10294,italian,fresh basil salt garlic freshly ground pepper plum olive oil yellow onion,italian
38514,34197,italian,fresh basil red wine vinegar olive oil penne pasta corn kernels large garlic cloves grated parmesan cheese plum tomatoes,italian
1636,25940,italian,olive oil garlic lemon lemon juice ground black pepper salt orange linguine flat leaf parsley,italian
20364,6828,italian,garlic celery pepper yellow onion oregano sweet potatoes lard tomato sauce salt ground beef,mexican
1660,17019,italian,kosher salt fresh lemon juice extra virgin olive oil ground black pepper celery parmigiano reggiano cheese chopped walnuts,italian
20345,23204,italian,milk butter sharp cheddar cheese pepper green onions salt panko breadcrumbs pasta flour buffalo sauce gorgonzola fresh cilantro boneless skinless chicken breasts grated jack cheese,mexican
20350,44345,italian,dried basil cooking spray shredded low fat mozzarella cheese dried oregano water shredded carrots low fat pasta sauce onion egg ground turkey breast large garlic cloves oven ready lasagna noodles frozen chopped spinach low fat cottage cheese mushroom vegetable juice cocktail dried rosemary,italian
20351,14243,italian,fresh lemon juice water sugar fresh orange juice,italian
20366,11805,italian,black pepper whole milk garlic cloves freshly grated parmesan provolone cheese boneless skinless chicken breast halves olive oil butter penne rigate cremini mushrooms flour oil,italian
24266,9801,italian,angel hair salt shrimp dry white wine garlic cloves fresh parsley pepper margarine red bell pepper paprika fresh lemon juice,italian
24261,1611,italian,tomato paste bone in chicken breast halves fresh parmesan cheese balsamic vinegar onion green bell pepper olive oil bay leaves sliced mushrooms tomato dried basil ground black pepper salt dried oregano penne garlic powder onion powder red bell pepper,italian
1444,20429,italian,panko salt plum tomatoes pesto grated parmesan cheese fresh lemon juice ground black pepper goat cheese minced garlic butter fresh parsley,italian
24300,14847,italian,butter white wine garlic cloves raw peeled prawns linguine parsley lemon juice,italian
20654,46106,italian,sugar dried tart cherries salt dried cranberries large eggs butter grated lemon zest baking soda almond extract all purpose flour slivered almonds baking powder vanilla extract orange rind,italian
20649,22310,italian,cr me fra che frozen peas pesto sauce bow olive oil fresh basil leaves tomato chicken fillets,italian
1473,19930,italian,grated parmesan cheese cream cheese diced tomatoes low sodium chicken broth italian sausage cheese tortellini,italian
1483,41670,italian,red bell pepper  sliced herb chicken thighs crushed tomatoes bay leaf pepper salt dried oregano green bell pepper  slice onion,mexican
38692,40814,italian,shredded cheddar cheese shredded mozzarella cheese diced tomatoes ground beef marinara sauce sliced mushrooms sausage casings cheese tortellini,italian
1395,37992,italian,pepper roasted red peppers shredded mozzarella cheese caper chopped tomatoes grated parmesan cheese italian seasoning bread milk large eggs chopped parsley pitted black olives prosciutto salt sliced green onions,italian
24394,40748,italian,french bread garlic cloves tomato extra virgin olive oil ground black pepper salt green onions chopped cilantro fresh,spanish
1532,4194,italian,fresh rosemary Italian parsley leaves grated parmesan cheese toasted pine nuts olive oil garlic cloves pasta fresh thyme leaves,italian
20550,28390,italian,vegetable bouillon spaghetti squash minced garlic stewed tomatoes onion black pepper parmesan cheese shredded mozzarella cheese dried basil black olives,italian
1530,17466,italian,fontina cheese purple onion green bell pepper red bell pepper fresh rosemary thin pizza crust olive oil wild mushrooms,italian
20560,34083,italian,diced tomatoes pasta sauce ground beef tomato sauce italian seasoning sugar,italian
24347,28906,italian,fresh rosemary pepper garlic tomato paste bread crumbs chicken breasts italian salad dressing angel hair milk salt tomato sauce flour fresh oregano,italian
1553,49416,italian,olive oil salt chopped cilantro fresh lemon zest lemon juice parmesan cheese garlic cloves fresh basil baby spinach chopped fresh mint,italian
20513,29962,italian,fresh basil cherry tomatoes pinenuts linguini pesto olive oil water large shrimp,italian
20518,14355,italian,strawberry granulated sugar water fresh lemon juice egg whites,italian
1542,2974,italian,milk flour salt oregano egg olive oil whole milk ricotta cheese fresh mushrooms dried basil boneless skinless chicken breasts grated parmesan romano dried oregano black pepper lasagna noodles butter shredded mozzarella cheese,italian
24336,35600,italian,golden brown sugar rice vinegar soft fresh goat cheese granny smith apples peeled fresh ginger cayenne pepper chopped fresh mint olive oil roasted garlic cinnamon sticks baguette golden raisins garlic cloves plum tomatoes,spanish
20599,11827,italian,olive oil red wine vinegar purple onion fresh mint pinenuts grated parmesan cheese part skim ricotta cheese fresh parsley leaves large eggs garlic mixed greens ground black pepper red pepper flakes salt fresh basil leaves,italian
20615,43381,italian,orange liqueur peach nectar white wine frozen peach slices,southern_us
24324,26333,italian,unflavored gelatin vanilla sugar flavored syrup whipping cream,italian
1523,41171,italian,green cabbage parmesan cheese dry white wine carrot reduced sodium chicken broth zucchini salt olive oil cannellini beans chickpea tomato swiss chard garlic,italian
38613,25191,italian,active dry yeast vegetable oil sun dried tomatoes bread flour dried basil salt tomato paste sherry,italian
1518,39981,italian,Italian parsley leaves garlic cloves yukon gold potatoes extra virgin olive oil oregano kalamata black cod lemon fine sea salt,italian
1713,23683,italian,olive oil balsamic vinegar freshly ground pepper chicken broth ground red pepper salt italian style stewed tomatoes large garlic cloves fresh basil shallot hot sauce,italian
1954,27410,italian,lettuce pepper onion pesto sausage tomato grilled chicken flatbread sauce,italian
24804,34173,italian,milk vanilla extract white sugar ricotta cheese all purpose flour egg butter confectioners sugar baking powder salt,italian
24791,43519,italian,fresh rosemary minced garlic freshly grated parmesan portabello mushroom pasta sheets white wine olive oil leek all purpose flour italian seasoning pepper eggplant butter shredded mozzarella cheese ground chicken milk egg yolks salt flat leaf parsley,italian
38285,7354,italian,extra virgin olive oil salt and ground black pepper zucchini,italian
24753,1296,italian,warm water salt cooking spray bread flour dry yeast cornmeal sugar extra virgin olive oil,italian
1894,20248,italian,whipping cream caper pesto sauce cheese pinenuts,italian
38326,1325,italian,tomato paste parmigiano reggiano cheese extra virgin olive oil carrot fresh parsley ground black pepper dry white wine chopped celery whole nutmegs plum tomatoes pancetta finely chopped onion ground pork organic vegetable broth bay leaf chopped garlic kosher salt pork tenderloin    low fat milk cinnamon sticks spaghetti,italian
24777,46160,italian,unsalted butter all purpose flour grated orange peel baking powder unsweetened chocolate sugar salt pecan large eggs Grand Marnier,french
24775,3536,italian,shrimp tails grated parmesan cheese salt pepper extra virgin olive oil gnocchi pinenuts basil fresh lemon juice asparagus garlic,italian
19982,49366,italian,sugar garlic cloves tomato olive oil arugula penne pecorino romano cheese dried oregano dried thyme onion,italian
38312,9039,italian,egg whole milk salt confectioners sugar milk sprinkle candied fruit anise seed active dry yeast vanilla extract blanched almonds shortening butter all purpose flour white sugar,italian
1922,41502,italian,extra virgin olive oil sun dried tomatoes in oil toasted pine nuts garlic cloves arugula pasta lemon juice,italian
1921,21844,italian,mascarpone cream cheese  soften pinenuts white wine vinegar fig unsalted butter fig jam basil pesto sauce large eggs cracker,italian
38273,14542,italian,extra virgin olive oil dried oregano pepper garlic cloves green olives crushed red pepper red wine vinegar celery,italian
2037,16294,italian,olive oil salt chicken broth dry white wine arborio rice parmesan cheese garlic cloves sweet onion butter,italian
19831,40859,italian,bread pizza sauce cheddar cheese ground meat angel hair veggie pasta sauce pepperoni,italian
2058,26568,italian,kosher salt shallot frozen cheese ravioli unsalted butter grape tomatoes olive oil flat leaf parsley black pepper dry white wine,italian
24910,39220,italian,butter dry bread crumbs ground black pepper veal rib chops egg lemon chopped fresh sage dried sage salt,italian
2033,22790,italian,freshly grated parmesan kalamata plum tomatoes minced garlic worcestershire sauce fresh parsley leaves chili powder salt ground cumin penne vegetable oil beef rib short,italian
38266,48665,italian,fresh basil olive oil fresh mushrooms pasta sauce salt red bell pepper tomato sweet onion penne pasta boiling water green bell pepper zucchini garlic cloves,italian
1992,3215,italian,butter diced onions medium shrimp feta cheese crumbles angel hair,greek
24873,12235,italian,sweet vermouth campari fruit ice cubes sugar gin chilled prosecco,italian
2003,27048,italian,bread crumbs grated romano cheese fresh parsley olive oil garlic pinenuts raisin onion pasta sauce ground black pepper round steaks,italian
1884,43257,italian,extra virgin olive oil fresh basil garlic cloves ground black pepper plum tomatoes fine sea salt,italian
24725,29563,italian,sugar red wine mint sprigs peach,southern_us
20182,6690,italian,slivered almonds linguine large garlic cloves plum tomatoes olive oil fresh basil leaves pecorino cheese sprinkle,italian
20184,2036,italian,chopped green bell pepper salt pepper basil feta cheese crumbles diced onions diced tomatoes fresh mushrooms water garlic ground beef,greek
24621,16747,italian,mozzarella cheese toasted pine nuts grated parmesan cheese fresh basil leaves garlic plum tomatoes olive oil Italian bread,italian
1780,9025,italian,ground black pepper ciabatta parmesan cheese baby spinach garlic cloves egg unsalted butter anchovy fillets prosciutto salt fresh lemon juice,italian
38379,7504,italian,pasta condensed tomato soup tomato sauce hot Italian sausages milk shredded mozzarella cheese tomato paste sweet italian sausage,italian
1802,1282,italian,parmigiano reggiano cheese polenta low sodium chicken stock sea salt peppercorn,italian
38382,15219,italian,pasta sauce ground black pepper chopped fresh thyme flat leaf parsley egg part skim mozzarella cheese lasagna noodles  cooked and drained fresh oregano fresh basil fresh parmesan cheese ground red pepper garlic cloves kosher salt cooking spray part skim ricotta cheese,italian
1807,26710,italian,olive oil salt mozzarella cheese purple onion dried oregano italian sausage dry yeast all purpose flour warm water ricotta cheese red bell pepper,italian
20254,45348,italian,powdered sugar heavy whipping cream large egg whites ground cinnamon Amaretti Cookies raspberry grated lemon peel,italian
20262,43732,italian,fresh basil olive oil mozzarella cheese tomato ground black pepper,italian
38439,12828,italian,sugar olive oil kosher salt warm water all purpose flour active dry yeast,italian
1749,4384,italian,fettucine olive oil freshly ground pepper caper yellow bell pepper pecorino cheese basil fennel seeds fresh tomatoes salt,italian
38375,32377,italian,arborio rice large egg yolks chopped fresh chives fresh parsley fresh chives large eggs butter canola oil fontina cheese finely chopped onion dry white wine panko breadcrumbs olive oil grated parmesan cheese low salt chicken broth,italian
20147,6908,italian,egg all purpose flour olive oil water salt,italian
24695,8211,italian,celery ribs extra virgin olive oil fresh oregano leaves garlic cloves caper berries ground black pepper carrot green olives purple onion,italian
20079,5523,italian,chopped cooked ham grated parmesan cheese jumbo pasta shells prepar pesto Alfredo sauce shredded mozzarella cheese frozen chopped spinach garlic powder ricotta cheese ground beef pasta sauce cooking spray crabmeat,italian
38349,26549,italian,hot red pepper flakes linguine extra virgin olive oil garlic cloves bread crumbs chopped walnuts cheese flat leaf parsley,italian
1851,21513,italian,bottled clam juice cayenne pepper large shrimp fresh basil dry white wine dried oregano fennel seeds olive oil crabmeat clam crushed tomatoes chopped onion chopped garlic,italian
24679,44051,italian,unsalted butter strawberry sugar crumb large eggs cream cheese mascarpone balsamic vinegar,italian
24691,19297,italian,egg grated romano cheese Italian bread olive oil ground pork ground beef water ground veal flat leaf parsley salt and ground black pepper garlic,italian
20060,849,italian,boneless skinless chicken breasts cayenne pepper frozen peas fettucine salt garlic cloves butter and fat free half half grated parmesan cheese all purpose flour onion,italian
20047,6933,italian,roasted red peppers salt minced garlic half   half feta cheese crumbles black pepper finely chopped onion smoked chicken sausages parmesan cheese extra virgin olive oil noodle,greek
24715,8074,italian,water garlic baby eggplants green bell pepper olive oil spaghetti squash grape tomatoes dried basil purple onion italian seasoning white wine salt and ground black pepper carrot,italian
24708,49166,italian,yellow corn meal water dry red wine diced celery diced onions fat free less sodium chicken broth diced tomatoes garlic cloves lamb shanks ground black pepper less sodium beef broth corn starch fresh rosemary fresh parmesan cheese salt carrot,italian
38339,25036,italian,seedless raspberry jam almond extract slivered almonds unsalted butter salt sugar large eggs all purpose flour raspberry vanilla extract,italian
20129,29281,italian,egg vanilla extract baking powder white sugar ground walnuts all purpose flour butter unsweetened cocoa powder,italian
20130,7745,italian,romano cheese zucchini freshly ground pepper olive oil cheese tortellini asparagus spears minced garlic sliced carrots hot water canned low sodium chicken broth sun dried tomatoes salt,italian
24655,33735,italian,tomato paste dried thyme salt dried rosemary extra lean ground beef basil dried leaves onion tomato sauce diced tomatoes bay leaf pepper garlic marjoram,italian
24651,12205,italian,large egg whites granulated sugar flaxseed baking soda vanilla extract unsalted almonds dark chocolate chip salt whole wheat flour large eggs dark brown sugar,french
24650,26805,italian,minced garlic crushed red pepper caper olive oil anchovy fillets crushed tomatoes chopped onion pitted kalamata olives ground black pepper herbes de provence,french
38365,42547,italian,garlic grated parmesan cheese pinenuts fresh basil leaves extra virgin olive oil,italian
20115,22962,italian,bacon chicken stock chopped parsley arborio rice garlic dry white wine cooked shrimp,italian
17072,46005,italian,pancetta grated parmesan cheese salt carrot sage leaves large eggs large garlic cloves liver ground black pepper dry white wine chopped onion country bread fennel bulb butter chopped walnuts chicken,italian
30498,33189,italian,light brown sugar active dry yeast cornmeal warm water unbleached flour egg olive oil water salt,italian
7386,20620,italian,cream of chicken soup cream cheese chicken breasts water italian salad dressing,italian
12372,4287,italian,caper garlic cloves french bread olive oil flavored cooking spray balsamic vinegar plum tomatoes olive oil fresh basil leaves,italian
12330,1995,italian,parmesan cheese green pepper ziti marinara sauce ground beef mozzarella cheese brat,italian
7409,24513,italian,olive oil garlic cloves italian plum tomatoes penne rigate prosciutto juice sugar purple onion,italian
30506,4689,italian,mozzarella cheese mushroom low fat mozzarella cheese cauliflower garlic powder almond meal dried oregano olive oil pizza sauce olive egg grated parmesan cheese salt,italian
34172,14512,italian,olive oil garlic cloves kosher salt basil leaves medium shrimp tomato ground black pepper fresh lemon juice baguette crushed red pepper,italian
12417,40071,italian,walnut pecorino romano cheese extra virgin olive oil Belgian endive,italian
30432,47357,italian,parsley spaghetti squash garlic butter parmesan cheese salt,italian
34209,4425,italian,fennel bulb salt olive oil fresh orange juice grated orange ground black pepper purple onion grated parmesan cheese lemon juice,italian
7361,10638,italian,nutmeg parmesan cheese salt black pepper flour fettuccine pasta broccoli florets garlic cloves chicken stock olive oil    low fat milk,italian
7354,49250,italian,fresh basil cherry tomatoes fresh mozzarella black pepper parmesan cheese angel hair olive oil salt minced garlic green onions,italian
7346,22309,italian,vodka lemon sugar,italian
30611,3478,italian,grated parmesan cheese garlic butter egg yolks dried parsley fettucine heavy cream,italian
7500,7699,italian,salt and ground black pepper garlic pizza crust shredded swiss cheese cornmeal olive oil fresh mozzarella pear prosciutto all purpose flour,italian
30632,5644,italian,spaghetti tomato sauce parmigiano reggiano cheese,italian
34064,44142,italian,chicken stock olive oil grated parmesan cheese freshly ground pepper chopped leaves sherry vinegar orzo fontina cheese red swiss chard shallot water unsalted butter salt,italian
12252,42555,italian,chestnut mushrooms thyme leaves white wine sauce chicken breasts olive oil chopped onion,italian
30615,33051,italian,olive oil grated parmesan cheese garlic angel hair,italian
12300,20567,italian,pepper shredded mozzarella cheese meat salt lasagna noodles meat sauce,italian
34138,39882,italian,tortellini  cook and drain shallot white wine grated parmesan cheese garlic fresh basil ground pepper butter cream flour,italian
34148,42979,italian,kosher salt unsalted butter fusilli chopped onion tomato sauce part skim mozzarella cheese cooking spray all purpose flour fresh parsley black pepper ground nutmeg mushroom fresh oregano olive oil large eggs    low fat milk garlic cloves,italian
12312,32437,italian,kosher salt garlic cloves salted butter cracked black pepper baguette fresh lemon juice,southern_us
30542,31134,italian,salt olive oil balsamic vinegar pepper,italian
30556,21294,italian,flour italian seasoning egg plain breadcrumbs ravioli water garlic salt,italian
30582,34449,italian,grape tomatoes shredded parmesan cheese fat free reduced sodium chicken broth boneless skinless chicken breasts Neufch tel garlic powder penne pasta sun dried tomato dressing Philadelphia Cream Cheese fresh basil leaves,italian
7462,13343,italian,honey soft goat s cheese balsamic vinegar prosciutto fig,italian
34117,38078,italian,salt parsley olive oil grated lemon peel pepper garlic cloves,italian
34134,41435,italian,grated orange peel vanilla extract coffee sugar sambuca,italian
30299,28605,italian,tomato anchovy fillets extra virgin olive oil Italian bread fresh mozzarella freshly ground pepper salt oregano,italian
7216,18463,italian,caper vegetable oil extra virgin olive oil egg dijon mustard worcestershire sauce hot pepper sauce carpaccio fresh lemon juice pepper lemon salt,cajun_creole
7221,27015,italian,romaine lettuce ground black pepper white wine vinegar olive oil pimento salt pepperoni slices grated parmesan cheese purple onion artichoke hearts black olives,italian
7148,46513,italian,fresh basil vermouth flat leaf parsley cherry tomatoes kalamata dried oregano mozzarella cheese cheese tortellini onion olive oil garlic cloves,italian
7197,40253,italian,pineapple chunks pizza sauce cooked ham pita bread monterey jack,mexican
34354,43383,italian,water vegetable oil goat cheese dried thyme salt active dry yeast purple onion dried fig fennel seeds olive oil all purpose flour,italian
12640,7260,italian,pepper cook egg hard chopped fresh mint tomato olive oil garlic cloves baguette salt caper fresh tarragon fresh parsley,italian
34269,41968,italian,extra virgin olive oil swiss chard freshly ground pepper tortellini garlic cloves water salt,italian
30411,23966,italian,cherry tomatoes extra virgin olive oil pinenuts dried fettuccine baby arugula salt pecorino romano cheese garlic cloves,italian
30428,20420,italian,vanilla ice cream brewed espresso,italian
7317,17075,italian,ground black pepper olive oil fresh parsley bread garlic cloves pancetta grated parmesan cheese,italian
7287,11000,italian,sugar bittersweet chocolate salt whole milk corn starch,french
12464,9562,italian,rosemary sausage olive oil cherry tomatoes flat leaf parsley penne chestnut mushrooms,italian
30356,47962,italian,dried basil salt garlic powder pepper pork loin chops,italian
30354,15824,italian,tomato paste parmesan cheese cannellini beans lemon fresh parsley leaves kosher salt ground black pepper napa cabbage extra virgin olive oil celery red chili peppers swiss chard small pasta crushed red pepper flakes carrot water bay leaves russet potatoes garlic cloves onion,italian
7267,21353,italian,egg ground beef ground black pepper italian seasoned dry bread crumbs ketchup onion salt italian seasoning,italian
7266,17078,italian,tomato sauce mushroom garlic thyme grated parmesan cheese red pepper flakes shredded mozzarella cheese dried oregano egg basil leaves cracked black pepper oven ready lasagna noodles zucchini ricotta cheese salt onion,italian
30334,41488,italian,tomato honey garlic cloves white sandwich bread hazelnut extra virgin olive oil red bell pepper black pepper unsalted butter juice reduced sodium chicken broth salt ancho chile pepper,spanish
12546,12719,italian,fettucine diced tomatoes salt olive oil cracked black pepper peeled deveined shrimp crushed red pepper flakes fresh parsley butter garlic,italian
30362,31463,italian,frozen chopped spinach cooking spray garlic cloves fat free less sodium chicken broth chopped onion large shrimp saffron threads olive oil goat cheese arborio rice dry white wine chopped cilantro fresh,italian
30388,37514,italian,powdered sugar butter all purpose flour water candied cherries sugar lemon egg pastry cream salt,russian
12531,41660,italian,grated parmesan cheese pea chopped fresh mint parmesan cheese ricotta cheese garlic cloves lemon zest butter refrigerated fettuccine pepper half   half salt,italian
11806,13403,italian,pepper butter bow tie pasta boneless skinless chicken breast halves caper artichoke hearts bacon fresh lemon juice olive oil heavy cream all purpose flour white wine mushroom salt fresh parsley,italian
11803,46900,italian,green bell pepper extra virgin olive oil spaghetti garlic powder onion ground cumin crushed tomatoes crushed red pepper italian seasoning ground cinnamon chili powder boneless skinless chicken breast halves,italian
11779,15091,italian,pure vanilla extract almond extract granulated sugar salt unsalted butter Dutch processed cocoa powder Nutella all purpose flour,italian
33817,36598,italian,clam olive oil fresh parsley fettucine crushed red pepper tomato dry white wine fresh basil garlic cloves,italian
33895,39733,italian,ground black pepper chees fresh mozzarella semolina flour basil leaves salt tomato sauce flour extra virgin olive oil olive oil pecorino romano cheese pizza doughs,italian
11909,43830,italian,minced garlic dry white wine sliced mushrooms crushed tomatoes extra virgin olive oil caper pappardelle pasta juice anchovy red pepper flakes,italian
33899,44266,italian,bread ground cloves olive oil ground veal salt ground beef egg water bay leaves crushed red pepper flakes chopped onion spaghetti tomato paste pepper meatball diced tomatoes green pepper fresh parsley celery ribs sugar milk vegetable oil ground pork garlic cloves dried oregano,italian
7758,16590,italian,sponge cake white sugar coffee ice cream espresso beans coffee liqueur brewed espresso water ice cream,italian
33856,43888,italian,angel hair flour lemon salt chicken broth pepper baby spinach extra virgin olive oil caper dry white wine Italian parsley leaves boneless skinless chicken breast halves egg parmigiano reggiano cheese butter garlic,italian
11917,46754,italian,parmesan cheese pinenuts loosely packed fresh basil leaves olive oil salt large garlic cloves,italian
11679,1791,italian,olive oil diced tomatoes garlic cloves italian seasoning tomato paste grated parmesan cheese fresh mushrooms red bell pepper sugar vermicelli freshly ground pepper onion zucchini salt fresh lemon juice,italian
31026,12117,italian,black pepper mushroom garlic onion egg pork chops ground pork dry bread crumbs romano cheese bay leaves basil dried leaves ground beef tomato paste water ground veal salt dried parsley,italian
11686,27118,italian,mushroom marsala wine flat leaf parsley chicken broth boneless skinless chicken breasts olive oil onion,italian
33755,5334,italian,olive oil toasted pine nuts spaghetti pinenuts part skim ricotta cheese fresh mint large garlic cloves fresh lemon juice grana padano pepper salt frozen peas,italian
7890,16275,italian,unsalted butter fresh thyme leaves white arborio rice parmesan cheese dry white wine fresh mushrooms leek salt dried mushrooms ground black pepper shallot liquid,italian
31030,2215,italian,olive oil all purpose flour caper butter fresh parsley chicken stock boneless chicken breast fresh lemon juice pepper salt,italian
11656,8036,italian,ground black pepper kosher salt olive oil bread grated parmesan cheese,italian
7911,6577,italian,sugar olive oil shallot water cooking spray salt black pepper fresh parmesan cheese    low fat milk cherry tomatoes dry white wine polenta,italian
30953,9023,italian,pepper flakes unsweetened soymilk garlic cloves frozen chopped spinach manchego cheese whole wheat linguine greek yogurt cottage cheese blue cheese corn starch pasta parmesan cheese salt,italian
11765,16024,italian,whitefish extra virgin olive oil broth arborio rice romano cheese garlic cloves fresh basil anchovy fillets large shrimp tomato paste dry white wine onion,italian
7876,20893,italian,pepper ricotta cheese frozen chopped spinach large eggs pasta shells ground nutmeg turkey sausage tomato sauce grated parmesan cheese salt,italian
11715,48372,italian,unsalted butter whole milk flat leaf parsley bread crumb fresh large eggs ground pork onion ground black pepper grated parmesan cheese salt spaghetti whole peeled tomatoes large garlic cloves ground beef,italian
31004,27345,italian,mushroom shredded cheese italian seasoning manicotti shells garlic onion egg stewed tomatoes ground beef tomato sauce dry bread crumbs white zinfandel,italian
33774,44594,italian,vegetable oil mozzarella cheese dry bread crumbs risotto all purpose flour large eggs,italian
30844,22743,italian,crushed red pepper flakes flat leaf parsley kosher salt penne pasta pasta extra virgin olive oil grated parmesan cheese garlic cloves,italian
30702,7123,italian,reduced fat sour cream black pepper horseradish sauce breadstick scallion roast beef deli meat,french
12108,15955,italian,tomato sauce fresh mushrooms garlic boneless skinless chicken breasts onion green pepper,filipino
