,id,cuisine,ingredients_string,pred
2207,38573,jamaican,adzuki beans brown rice garlic cloves olive oil salt ground black pepper yellow onion fresh cilantro light coconut milk,brazilian
31530,26865,jamaican,butter black pepper salt garlic yucca onion,filipino
23629,32218,jamaican,red chili peppers chicken breasts rice red kidney beans garam masala garlic coconut milk soy sauce capsicum butter oil garlic paste vinegar salt onion,indian
11206,16180,jamaican,ground black pepper cod fish tomato baking powder green onions all purpose flour water vegetable oil,british
35278,45232,jamaican,pizza sauce shredded mozzarella cheese olive oil portabello mushroom thin pizza crust green bell pepper salami jerk sauce boneless skinless chicken breasts garlic,italian
34028,26703,jamaican,sugar large eggs all purpose flour crystallized ginger vanilla extract semi sweet chocolate morsels vegetable oil spray coffee coffee beans pecan unsalted butter salt unsweetened cocoa powder,italian
15743,15034,jamaican,lemon garlic cloves spinach green pepper onion salt coconut milk hot pepper okra,filipino
122,6043,jamaican,tomato sauce ground black pepper garlic scallion chipotles in adobo avocado dried thyme instant white rice cilantro leaves coconut milk water red beans chopped celery skinless chicken thighs onion lime zest lime juice lime wedges salt carrot,mexican
5496,16861,jamaican,soy sauce sliced carrots salt onion water spice garlic cloves bean vegetable oil scallion chicken diced potatoes vinegar green peas thyme,chinese
21316,32693,jamaican,yoghurt garlic chicken curry powder vegetable oil scallion pepper mango chutney rice allspice potato ginger coconut milk,indian
18905,10428,jamaican,pig fresh thyme leaves okra crab vegetable oil onion spinach green onions dasheen pepper garlic,cajun_creole
6361,220,jamaican,fresh coriander potato bay leaf ground nutmeg pumpkin chicken stock low fat buttermilk garlic cloves dried thyme jalapeno chilies onion,irish
21741,16728,jamaican,brown sugar baking powder ground nutmeg butter flour salt baking soda cinnamon,southern_us
16919,18681,jamaican,caribbean jerk seasoning mushroom yellow onion oregano minced garlic paprika chicken base pepper parsley corn starch seasoning water salt whiskey,southern_us
15045,19626,jamaican,sugar cassava coconut milk salt ghee,filipino
36628,47288,jamaican,tomato garlic onion pepper lemon rind chicken white rum salt fresh pineapple raisin lemon juice,italian
9793,27012,jamaican,juice concentrate boneless skinless chicken breasts instant chicken bouillon dri leav thyme dijon mustard garlic jalapeno chilies ground cumin,mexican
29458,11994,japanese,sugar salt peanut toasted sesame seeds pepper rice vinegar green onions canola oil,korean
27240,16314,japanese,chopped tomatoes spice garlic cinnamon sticks tumeric coriander powder ginger green cardamom onion sugar chili powder kasuri methi oil cashew nuts clove garam masala butter paneer bay leaf,indian
36739,14431,japanese,parmesan cheese fresh shiitake mushrooms salt olive oil dijon mustard butter edamame soy sauce ground pepper red wine vinegar bow tie pasta radicchio mushroom garlic,italian
32839,7197,japanese,sweet red bean paste white sugar corn starch water sweet rice flour green tea powder,chinese
32845,21049,japanese,pepper salt flour egg baking powder water corn starch,chinese
34046,42098,japanese,brown sugar fresh cilantro vegetable oil cumin low sodium soy sauce lime juice chili powder coriander tumeric lime creamy peanut butter water marinade onion,thai
24944,33806,japanese,brown rice scallion white pepper salt smoked salmon lemon cucumber water dill,greek
39666,9691,japanese,green chilies melon ginger celery seed cilantro mustard seeds bottle gourd salt ground turmeric,indian
25894,38802,japanese,water potato starch white sugar white vinegar salt mochiko,irish
25886,32148,japanese,cooked chicken salt ketchup heavy cream carrot vegetable oil rice large eggs garlic onion,russian
34864,2296,japanese,chili powder salt wheat flour amchur pea cumin seed sugar butter all purpose flour cooking oil rapid rise yeast oil,indian
39716,11866,japanese,dried lentils white wine olive oil lemon lentil tumeric curry powder ground black pepper salt plum tomatoes spinach water garam masala garlic onion fresh spinach fresh cilantro dry white wine cayenne pepper,indian
23743,40479,japanese,whole grain dijon mustard purple onion salmon fillets cooking spray bow tie pasta fresh dill ground black pepper salt olive oil baby spinach edamame,italian
28893,35877,japanese,minced garlic rice vinegar orange juice chile paste with garlic shredded carrots firm tofu chopped cilantro fresh low sodium soy sauce sesame seeds chinese cabbage beansprouts brown sugar peeled fresh ginger dark sesame oil soba,chinese
26372,46714,japanese,long grain rice salt rice vinegar sugar,mexican
23466,39784,japanese,sugar unsalted butter sweetened condensed milk toasted pecans milk chocolate salt coconut flakes white chocolate baking powder roasted hazelnuts water all purpose flour,brazilian
31321,36884,japanese,beet juice water all purpose flour potato starch salt flour beet,russian
39062,8269,japanese,white pepper water sesame oil sugar kosher salt Shaoxing wine konbu soy sauce lump crab meat bonito flakes flowering chinese chives oloroso sherry chinese black mushrooms large eggs heavy cream,chinese
30357,46594,japanese,whole wheat pastry flour fine sea salt leek cabbage olive oil toasted slivered almonds egg chive,french
26603,43567,japanese,garam masala ginger oil tomato coriander powder cilantro leaves ground turmeric fresh peas salt onion garlic paste chili powder cumin seed cabbage,indian
38632,48432,japanese,starch oyster sauce corn russet potatoes soy sauce sesame oil tuna honey scallion,chinese
32105,12805,japanese,water,italian
29222,38644,japanese,salt carrot rice vinegar sugar,vietnamese
26630,6597,japanese,base konbu konnyaku daikon hard boiled egg water fish balls,filipino
34216,38119,japanese,soy sauce sesame seeds corn starch cold water honey boneless skinless chicken breasts diced onions minced garlic green onions cooked rice fresh ginger rice vinegar,chinese
29995,31137,japanese,udon pea hoisin sauce shallot toasted sesame seeds dark soy sauce Shaoxing wine scallion sweet soy sauce sesame oil center cut pork chops,chinese
35452,14898,japanese,cold water corn starch fresh ginger soy sauce white sugar rice wine,chinese
36289,40574,japanese,sesame seeds extra virgin olive oil sesame oil lemon juice chive garlic soy sauce ginger fillet,chinese
31015,46465,japanese,sugar kosher salt cake flour pork belly active dry yeast nonfat dried milk reduced sodium chicken broth baking powder warm water water canola oil,chinese
35139,29436,japanese,water potato cumin seed coriander seeds green peas tumeric garam masala salt fresh ginger butter basmati rice,indian
27262,21941,japanese,olive oil plum cucumber garlic,spanish
7439,48445,japanese,pistachio carrot sugar nonfat dry milk powder slivered almonds whole milk ricotta cheese unsalted butter ground cardamom,indian
6750,26465,japanese,chili flakes potato diced tomatoes salt roux pepper butter garlic carrot white onion flour ginger oil chicken chicken stock curry powder worcestershire sauce curry onion,indian
5543,8461,japanese,red chili powder lemon cumin seed coriander curry leaves seed green chilies white sesame seeds oat poha salt wheat flour fennel seeds garam masala garlic oil,indian
5776,45712,japanese,fresh ginger onion flakes soy sauce vegetable oil white vinegar garlic powder white sugar water worcestershire sauce,chinese
5885,28226,japanese,canned black beans salt coconut milk vegetable oil scallion chopped cilantro A Taste of Thai Rice Noodles yellow onion thai green curry paste sugar mandarin oranges beansprouts chopped garlic,thai
19165,40883,japanese,caraway seeds coriander seeds baby carrots cauliflower water rice vinegar celery ribs kosher salt floret sugar shichimi togarashi beet,indian
6872,25106,japanese,honey carrot pure vanilla extract cardamom seeds full fat coconut milk water salt,indian
7961,49121,japanese,ajwain baking powder ground cumin red chili powder water salt black pepper garlic moong dal flour oil,mexican
8097,18650,japanese,tumeric yoghurt cilantro leaves onion tomato coriander powder bhindi cumin seed red chili peppers chili powder roasted peanuts garlic paste potato salt oil,indian
8273,39493,japanese,chili flakes bonito flakes shrimp tentacle sesame seeds salt chopped cilantro egg jalapeno chilies coconut aminos coconut oil coconut flour beansprouts,thai
8172,18642,japanese,light cream or half and half lipton green tea bag dark corn syrup egg water sugar,southern_us
7686,1980,japanese,soy sauce dark sesame oil salt sugar pea toasted sesame seeds sugar rice vinegar,chinese
18698,262,japanese,yuzu juice grapefruit kosher salt grated lemon zest lime zest grapefruit juice fresh lime juice sugar thai chile,mexican
19004,39057,japanese,water coriander powder salt onion eggplant chili powder cumin seed ground turmeric tomato garam masala garlic oil ground cumin fresh ginger potato cilantro leaves frozen peas,indian
3261,29031,japanese,halibut fillets carrot sake butter vegetable oil spray onion fresh dill garlic cloves,russian
3302,31190,japanese,soy sauce pepper oil egg boneless chicken thighs panko ketchup water corn starch sugar white pepper worcestershire sauce,chinese
21466,38190,japanese,water ghee salt all purpose flour sunflower oil,indian
20131,42437,japanese,teriyaki sauce chicken broth diced chicken garlic brown sugar,chinese
4750,34254,japanese,asafoetida cilantro ground turmeric chili powder cumin seed coriander powder salt baby potatoes methi leaves lemon mustard seeds,indian
4565,39294,japanese,udon sesame oil teriyaki sauce rice vinegar black sesame seeds sprout salt corn starch broccoli florets vegetable oil garlic carrot fresh ginger mushroom crushed red pepper flakes cilantro leaves,chinese
19966,10277,japanese,soy sauce salt ground black pepper karashi short rib sugar balsamic vinegar,korean
20373,7529,japanese,white onion green onions carrot milk salt water vegetable oil celery chicken bouillon mushroom all purpose flour,chinese
3762,27844,japanese,potato salt frozen peas cauliflower diced tomatoes ground coriander cumin tumeric cilantro cumin seed vegetable oil cayenne pepper boiling water,indian
4080,29453,japanese,dry mustard onion pepper cucumber vinegar sour cream sugar salt coriander,southern_us
20464,30937,japanese,tomato sauce curry powder raisin carrot soy sauce bell pepper garlic onion sugar beef bouillon worcestershire sauce ground beef pepper butter salt,filipino
12296,7128,japanese,tamarind extract chili powder paneer ground turmeric tomato coriander seeds ginger cumin seed sugar garam masala pea oil cream butter green chilies,indian
16312,34683,japanese,curry leaves tamarind pulp cilantro leaves mustard seeds ground turmeric red chili peppers chili powder cumin seed toor dal asafetida tomato coriander powder green chilies onion masala water salt oil jaggery,indian
12138,30976,japanese,sugar cream cheese baking powder egg lemon milk corn starch,southern_us
11572,29295,japanese,water fine sea salt egg baking soda carrot black pepper leek cabbage olive oil all purpose flour,irish
16678,4129,japanese,lemongrass garlic canola oil chicken broth red pepper flakes shrimp miso paste freshly ground pepper kosher salt cilantro noodle,vietnamese
11978,32678,japanese,red chili powder bay leaves salt oil ground turmeric garam masala kasuri methi cubed potatoes frozen peas red chili peppers ginger cilantro leaves onion tomato coriander powder garlic cumin seed cashew nuts,indian
11930,46921,japanese,sea salt fresh ginger cayenne pepper sugar rice vinegar daikon hothouse cucumber,korean
15811,16709,japanese,rice canola oil egg yolks corn starch baking soda squid salt ice,chinese
14919,40619,japanese,amberjack fillet rice vinegar fresh pineapple brown sugar fresh orange juice low sodium soy sauce cooking spray garlic cloves red bell pepper green bell pepper peeled fresh ginger fresh lemon juice,chinese
15290,43547,japanese,almond extract french baguette butter granulated sugar,french
13643,5087,japanese,medium dry sherry gingerroot soy sauce white wine vinegar honey salt chicken breasts garlic cloves,chinese
13377,12904,japanese,asafoetida garam masala chili powder oil daal coriander powder ginger lentil fennel seeds baking soda flour green chilies semolina cooking oil salt,indian
13877,31095,japanese,brown sugar olive oil garlic cloves salmon ginger toasted sesame seeds soy sauce green onions toasted sesame oil honey rice vinegar,korean
9383,34296,japanese,sake green onions beef tenderloin cucumber lime zest fresh ginger sesame oil garlic cloves soy sauce rice wine freshly ground pepper fresh lime juice firmly packed brown sugar black sesame seeds daikon carrot,korean
9427,42804,japanese,water potato green chilies garam masala salt coriander amchur seed oil red chili peppers ravva cilantro leaves,indian
9365,44697,japanese,carrot sugar ghee milk cashew nuts cardamom,indian
9292,10031,japanese,dark soy sauce fresh ginger spice scallion chicken boneless chicken skinless thigh mirin salt saki sugar ground black pepper crushed red pepper flakes garlic cloves pepper regular soy sauce sauce bamboo shoots,chinese
9285,28728,japanese,pistachio carrot butter whole milk honey cardamom pods,indian
9801,27487,japanese,safflower oil honey cooking wine carrot ground ginger kosher salt large eggs kale leaves ketchup dijon mustard all purpose flour cabbage soy sauce canola worcestershire sauce scallion,chinese
17689,7871,japanese,tumeric prawn ginger oil clove garam masala cinnamon salt onion shredded coconut bay leaves garlic cardamom red chili powder coriander powder cilantro coconut cream,indian
8618,24464,japanese,low sodium teriyaki sauce turkey tenderloins green onions gingerroot garlic,chinese
18192,33394,japanese,black sesame seeds cayenne pepper soy sauce linguine fresh ginger rice vinegar green onions toasted sesame oil,korean
18224,16667,japanese,cold water sesame oil soy sauce brown sugar corn starch garlic powder,chinese
17993,13756,japanese,mochiko water granulated sugar kosher salt light corn syrup,southern_us
16764,174,japanese,green chilies mustard seeds red chili powder cumin seed coriander tomato okra onion salt oil ground turmeric,indian
16879,1078,japanese,baking powder white sugar water vanilla extract potato starch red food coloring mochiko coconut milk,filipino
10081,14340,japanese,vegetable oil noodle green onions crushed red pepper teriyaki sauce boneless skinless chicken breast halves sesame oil carrot,chinese
9930,28763,japanese,water brown rice corn starch low sodium soy sauce granulated sugar cracked black pepper ground ginger sesame seeds apple cider vinegar minced garlic boneless skinless chicken breasts scallion,chinese
713,11331,japanese,tomato cilantro leaves coriander seed oil ginger paste red chili powder okra ground turmeric salt onion,indian
863,25006,japanese,sesame low sodium chicken broth yellow onion canola oil boneless pork shoulder kosher salt green onions garlic cloves cremini mushrooms leek soft boiled egg low sodium soy sauce fresh ginger ramen noodles Equal Sweetener,chinese
1212,40439,japanese,baby spinach leaves fat skimmed chicken broth sugar large eggs onion cooked rice fresh ginger salad oil soy sauce chicken breasts,chinese
22295,244,japanese,mushroom water vegetable oil soy sauce rice wine black bass scallion,chinese
1065,42505,japanese,beet umeboshi vinegar umeboshi,russian
1392,2069,japanese,tomato sugar whole wheat flour bay leaves salt brown cardamom oil onion ground cumin tea bags water coriander seeds seed all purpose flour curd cinnamon sticks boiling potatoes clove asafoetida amchur baking soda chili powder chickpea cumin seed nigella seeds ginger paste black peppercorns red chili peppers mace baking powder cilantro leaves green chilies lemon juice chaat masala,indian
169,46205,japanese,water chili powder oil stuffing salt ghee coriander powder maida flour ground cardamom sugar baking powder cumin seed frozen peas,indian
22529,11247,japanese,gelatin hot water caster sugar coffee,italian
7428,47275,korean,garlic powder onion powder pepper barbecue sauce salt olive oil chili powder mango extra firm tofu pineapple,southern_us
20378,41780,korean,chili flakes pepper daikon chicken stock sugar sesame oil chicken legs soy sauce vegetable oil sake mirin garlic cloves,japanese
20388,109,korean,cayenne pepper onion sesame seeds dark sesame oil salt lemon juice edamame cucumber,japanese
4624,16921,korean,low sodium soy sauce Sriracha garlic water red pepper flakes scallion black pepper sesame oil rice vinegar light brown sugar mirin ginger corn starch,chinese
7172,41137,korean,water cracked black pepper dark brown sugar chili paste garlic reduced sodium tamari sauce ginger corn starch sesame oil rice vinegar,chinese
34248,12966,korean,honey heavy cream tangerine zest white sesame seeds sugar black sesame seeds large egg yolks mandarin orange juice,chinese
12867,2424,korean,olive oil bean paste noodle sugar prawn cucumber chicken stock mirin corn starch water red cabbage onion,japanese
10344,27459,korean,chicken broth chili chive salt soy sauce asparagus rice noodles sugar sesame seeds sesame oil canola oil pepper mushroom garlic,chinese
25564,23519,korean,fat free less sodium chicken broth rice cakes dark sesame oil sesame seeds boneless skinless chicken breasts nori water peeled fresh ginger garlic cloves low sodium soy sauce large eggs vegetable oil sliced green onions,chinese
29637,37864,korean,soy sauce rice vinegar chicken wings vegetable oil sugar salt Frank s  RedHot  Original Cayenne Pepper Sauce black pepper rice flour,southern_us
37062,32347,korean,cider vinegar beef fillet onion egg vegetable oil cucumber chard water carrot nori soy sauce white rice tuna,japanese
27989,15290,korean,mushroom carrot noodle water broccoli beansprouts tofu salt dangmyun vegetable scallion onion,chinese
36994,39539,korean,soy sauce potato carrot sake sesame seeds ginger chopped garlic red chili powder water sesame oil onion sugar chili paste scallion chicken,japanese
13328,33080,korean,sugar baby spinach chopped garlic mushroom carrot safflower oil tamari soy sauce bean threads sesame oil onion,chinese
22215,3439,korean,cold water chili pepper flakes fresh ginger garlic green onions chinese cabbage sugar sea salt,chinese
25734,19987,korean,sesame seeds vegetable oil onion green onions dried shiitake mushrooms white sugar asparagus garlic noodle soy sauce sesame oil carrot,chinese
996,30297,korean,water medium grain rice,japanese
26263,41027,korean,granulated sugar black beans salt brown sugar pumpkin water sweet rice flour,mexican
5625,43102,korean,light soy sauce garlic chili sauce sesame oil sauce scallion ground black pepper purple onion firm tofu vegetable oil corn syrup,chinese
5749,45899,korean,sambal ulek kirby cucumbers corn starch baking powder all purpose flour club soda egg sesame oil scallion soy sauce garlic chinese black vinegar,chinese
27095,21479,korean,chive salt ground black pepper crushed red pepper soy sauce flank steak long grain rice fresh ginger sesame oil chopped garlic,chinese
11888,14085,korean,pepper flakes minced garlic sugar green onions fish sauce fresh ginger green cabbage kosher salt yellow onion,vietnamese
34981,1164,korean,red chili peppers sesame oil scallion shiitake garlic soy sauce chinese wheat noodles carrot sugar flank steak peanut oil,chinese
6029,11378,korean,brown sugar agave nectar sweet rice flour sugar vanilla extract water salt food colouring red beans,southern_us
1201,23436,korean,soy sauce all purpose flour red pepper large eggs scallion cold water salt,chinese
11386,40217,korean,pepper egg yolks ginger corn starch sugar water rice wine scallion onion minced garlic fresh shiitake mushrooms corn syrup ground beef soy sauce peanut ground pork garlic cloves,chinese
16624,25151,korean,jalapeno chilies squid medium shrimp water salt corn starch vegetable oil scallion large eggs all purpose flour red bell pepper,chinese
36156,18494,korean,sweet onion red pepper tomato paste beef garlic cheddar cheese bell pepper pepperoncini soy sauce beef for stew french rolls,italian
24593,12303,korean,garlic onion steamed rice scallion soy sauce round steaks bell pepper oil,chinese
27040,36230,korean,honey garlic green onions chicken thighs fresh ginger rice vinegar soy sauce chili powder,chinese
22837,2620,korean,honey sesame oil salt red bell pepper tomato paste meat garlic hot sauce cabbage fresh ginger vegetable oil rice vinegar toasted sesame seeds pepper whole wheat spaghetti tamari soy sauce scallion,chinese
24830,20561,korean,daikon buckwheat noodles toasted sesame oil sugar paprika english cucumber nori stock red pepper rice vinegar toasted sesame seeds kosher salt garlic scallion,japanese
10841,35905,korean,chile paste soy sauce lemon juice ground ginger onion powder water white sugar,japanese
19171,12956,korean,honey red wine vinegar chicken wings olive oil red pepper soy sauce sesame oil garlic black pepper parsley,chinese
22277,36419,korean,seasoning shiitake scallion silken tofu udon toasted sesame oil spinach miso paste nori sheets dressing water spice,japanese
8493,14682,korean,vanilla milk glutinous rice flour brown sugar salt baking soda,filipino
109,47095,korean,sugar water noodle pork corn starch baby bok choy black bean sauce red potato kosher salt onion,chinese
28434,29626,korean,black pepper large eggs yellow onion shiitake green onions kosher salt whole milk carrot white vinegar asparagus virgin coconut oil,southern_us
32568,40563,korean,sliced meat scallion cooked rice meat pepper salt beef glass noodles,vietnamese
32606,40321,korean,ground ginger olive oil barbecue sauce crushed red pepper flakes oyster sauce mayonaise Sriracha flank steak rice vinegar brown sugar sesame seeds green onions garlic long grain white rice soy sauce shredded cabbage sesame oil rice,chinese
37754,31280,korean,water all purpose flour medium shrimp sesame oil garlic cloves large eggs scallion vegetable oil red bell pepper,chinese
32649,13775,korean,pork neck black pepper green onions chopped garlic sugar sesame seeds rice wine red chili powder fresh ginger bean paste soy sauce garlic powder sesame oil,chinese
140,27165,korean,fish sauce chicken broth sesame oil green onions egg,vietnamese
88,17004,korean,water barley,italian
2467,35093,korean,salt egg toasted sesame seeds chicken broth fresh lemon juice watercress leaves,moroccan
28146,32420,korean,sugar azuki bean glutinous rice flour raisin chopped walnuts,chinese
26227,18437,korean,fresh ginger vegetable oil rice vinegar large eggs crushed red pepper flakes scallion reduced sodium soy sauce all purpose unbleached flour dark brown sugar kosher salt sesame oil garlic,chinese
25902,21888,korean,hoisin sauce toasted sesame oil rib eye steaks scallion garlic soy sauce coca cola,chinese
18470,30798,korean,ketchup garlic scallion low sodium soy sauce sesame seeds rice vinegar chicken wings sesame oil dark brown sugar fresh ginger crushed red pepper,chinese
33063,42173,korean,water chili bean sauce white vinegar sea salt onion hot chili oil cucumber red chili peppers garlic white sugar,chinese
14945,2058,korean,water green onions freshly ground pepper white vinegar Sriracha yellow onion short rib steamed rice rice vinegar garlic cloves soy sauce hoisin sauce dark brown sugar,chinese
28669,22955,korean,garlic powder low sodium soy sauce sesame oil onion powder brown sugar london broil,chinese
17760,19650,korean,green cabbage water sesame seeds ground red pepper salt sugar honey cooking spray baking powder dark sesame oil minced garlic fresh ginger green onions dry sherry canola oil low sodium soy sauce large egg whites ground black pepper ground sirloin all purpose flour,chinese
13692,3573,korean,water white rice sesame oil deveined shrimp rice wine salt,chinese
473,47505,mexican,egg roll butter cinnamon sugar sugar cream cheese vanilla,southern_us
32723,23414,mexican,anise seed large egg yolks dried apricot grated lemon zest light brown sugar vanilla beans semisweet chocolate mint sprigs chile powder sugar anjou pears red wine canela pecan unsalted butter dry white wine fresh raspberries,french
31630,41862,mexican,olive oil long grain rice water garlic cloves salt,greek
10992,748,mexican,tomato spring onions roll sesame seeds raisin chili pepper vegetable oil chicken stock almond salt,chinese
11144,17228,mexican,cherry preserves almond extract heavy whipping cream brownie vanilla extract adobo sauce,italian
10021,4742,mexican,hot sauce brown sugar chicken thighs cayenne pepper paprika,cajun_creole
31825,21763,mexican,corn kernels stewed tomatoes yellow corn meal green onions nonfat cottage cheese egg whites salt sugar baking powder,southern_us
32571,18507,mexican,chile pepper salt linguine heavy whipping cream butter shredded mozzarella cheese ground black pepper garlic onion,italian
31989,1528,mexican,frozen whole kernel corn tomato purple onion loosely packed fresh basil leaves lime juice hellmann  or best food real mayonnais,southern_us
10274,33184,mexican,vegetable oil cooking spray prepared mustard tomato pepper instant rice chopped onion green bell pepper tomato juice,cajun_creole
10277,44480,mexican,cajeta vanilla ice cream chopped pecans coffee liqueur,southern_us
9424,8541,mexican,flour cayenne pepper butter whole milk sharp cheddar cheese salt,southern_us
170,47427,mexican,pepper pita bread rounds red bell pepper olive oil garlic tomato eggplant salt lime butter chopped cilantro fresh,greek
29326,18301,mexican,olive oil picante sauce boneless skinless chicken breast halves lemon juice dijon,italian
13353,5259,mexican,white vinegar olive oil hard boiled egg canned tomatoes onion caper large eggs lean ground beef smoked paprika egg unsalted butter parsley salt ground cumin pepper flour ice water red bell pepper,russian
29626,10855,mexican,egg water bacon dark brown sugar sugar unsalted butter salt heavy whipping cream brown sugar empanada dough apple lemon juice ground cloves cinnamon all purpose flour,french
13528,39657,mexican,butter confectioners sugar all purpose flour vanilla extract chopped walnuts,italian
14620,6907,mexican,kosher salt bone in pork chops rosemary sprigs chive pepper fillet pesto cilantro sprigs,italian
28788,31050,mexican,ground black pepper pinenuts salt olive oil pomegranate fresh basil queso fresco,italian
28758,4502,mexican,chopped cilantro salt basmati rice fresh lime juice,indian
28857,44678,mexican,chopped green bell pepper salt milk vegetable oil cheddar cheese baking powder all purpose flour corn kernels butter,southern_us
14558,20613,mexican,barbecue sauce ranch dressing,southern_us
14190,33779,mexican,large eggs vanilla extract sugar cooking spray yellow corn meal reduced fat milk salt water butter,southern_us
29013,290,mexican,ground cinnamon cream cheese  soften refrigerated crescent rolls melted butter white sugar vanilla extract,southern_us
11944,23310,mexican,olive oil salt lemon juice pepper queso fresco grated lemon zest onion portuguese rolls ground pork garlic cloves mayonaise poblano peppers spanish chorizo smoked paprika,spanish
11950,28738,mexican,salt vegetable shortening baking powder hot water all purpose flour,southern_us
30734,28942,mexican,salt all purpose flour water butter,french
11745,48001,mexican,crushed red pepper flakes squash salt and ground black pepper yellow onion chicken bouillon garlic chopped cilantro fresh unsalted butter hot water,southern_us
11712,16925,mexican,chicken bouillon unsalted butter red pepper flakes cream cheese dried basil boneless skinless chicken breasts penne pasta dried oregano kosher salt whole milk garlic thick cut bacon Mexican cheese blend ranch dressing yellow onion,italian
30441,24633,mexican,ground red pepper ground coriander dried thyme paprika ground cumin cooking spray salt black pepper lemon wedge center cut loin pork chop,cajun_creole
12628,8608,mexican,chicken legs unsalted butter ice water salt white vinegar black pepper bay leaves all purpose unbleached flour smoked paprika green olives large eggs large garlic cloves spanish chorizo egg reduced sodium chicken broth dry white wine extra virgin olive oil onion,spanish
36554,307,mexican,green bell pepper large eggs raisin ground cumin olive oil pimento ground beef honey pastry dough hot sauce ground black pepper coarse salt onion,spanish
36879,2000,mexican,cream tomato red bell pepper cheese spinach onion,italian
35910,45007,mexican,dried basil russet potatoes onion cotija olive oil salt dried thyme garlic pepper roma tomatoes hot sauce,italian
38750,35906,mexican,shredded cheddar cheese corn oil all purpose flour cream style corn buttermilk onion baking soda baking powder cornmeal egg jalapeno chilies salt,southern_us
35807,34223,mexican,sugar peeled fresh ginger water ice cubes pineapple,chinese
4713,36489,mexican,pepper Philadelphia Cream Cheese almond fresh herbs milk salt mozzarella cheese poblano peppers ground turkey,italian
36186,814,mexican,ground black pepper grated lemon zest fresh basil extra virgin olive oil fresh lemon juice large garlic cloves anchovy fillets caper cornichons flat leaf parsley,italian
4660,18059,mexican,yukon gold potatoes carrot salt relish onion olive oil fat skimmed reduced sodium chicken broth,french
4924,39527,mexican,cornflake cereal vanilla ice cream ground cinnamon oil egg whites,southern_us
4991,39404,mexican,sugar salt anise seed active dry yeast warm water bread flour shortening large eggs,italian
4791,28983,mexican,grated parmesan cheese angel hair,italian
1701,10550,mexican,diced tomatoes green olive oil no salt added chicken broth sausage casings salt no salt added black beans onion,italian
37987,30333,mexican,flour oil salt plain flour,indian
2656,27433,mexican,water tamarind concentrate sugar,indian
2054,16677,mexican,egg baking powder all purpose flour orange juice concentrate brandy anise ground cinnamon egg whites salt sugar vegetable oil,italian
2118,1067,mexican,firmly packed brown sugar banana dark rum milk lemon zest mexican chocolate vanilla beans unsalted butter heavy cream large egg yolks half   half,french
3160,25455,mexican,unsalted butter whipping cream sweetened condensed milk evaporated milk baking powder all purpose flour sugar whole milk salt large eggs vanilla extract,southern_us
37121,32730,mexican,pork and beans bean hot dogs,filipino
1552,14302,mexican,sugar large egg whites melted butter kosher salt whole milk pure vanilla extract whole wheat pastry flour Neapolitan ice cream coconut oil chocolate bars sprinkle,brazilian
2784,30773,mexican,chicken broth prepared pasta sauce mint baby carrots meatball celery tomato frozen corn,italian
3039,15226,mexican,diced celery diced tomatoes white sugar green bell pepper onion stewed tomatoes,cajun_creole
1593,48831,mexican,onion Hatch Green Chiles,southern_us
38754,36546,mexican,ground cinnamon vanilla extract pecan powdered sugar all purpose flour butter,southern_us
33813,17908,mexican,frozen lemonade concentrate beer vodka ice cubes,southern_us
7832,38734,mexican,shortening salt baking powder water all purpose flour vegetable oil,southern_us
33754,45962,mexican,vegetable oil cooking spray butter freshly ground pepper sweet onion salsa sour cream pepper salt garlic cloves green bell pepper large eggs goat cheese chorizo sausage,spanish
7624,43181,mexican,olive pita rounds coarse salt,greek
34292,37228,mexican,egg salt white sugar milk margarine warm water all purpose flour orange zest anise seed active dry yeast orange juice,italian
33416,30513,mexican,white vinegar ground black pepper salt ground beef egg vegetable oil dry bread crumbs tomato paste potato all purpose flour ground cumin green bell pepper garlic chopped onion,spanish
6289,47586,mexican,coconut oil garlic ground cumin cheddar cheese spaghetti squash fresh spinach yellow onion sea salt roasted tomatoes,italian
35550,2747,mexican,country white bread mascarpone olive oil salt pepper jalapeno chilies salted butter aged cheddar cheese,italian
5498,4152,mexican,avocado fennel bulb lemon juice walnut oil walnut pieces salt shrimp butter lettuce dijon mustard carrot water freshly ground pepper champagne vinegar,french
5685,28615,mexican,coffee granules vanilla instant pudding milk vegetable oil egg coffee liqueur chocolate chips ground cinnamon chocolate cake mix confectioners sugar,italian
38980,24387,mexican,olive oil flat leaf parsley jumbo shrimp butter parmesan cheese pepper salt,italian
34351,4939,mexican,milk extra virgin olive oil chicken breasts cream cheese vegetable dry pasta kosher salt ranch dressing,italian
6454,41468,mexican,cocktail cherries ice kirschenliqueur kirschwasser rye whiskey chocolate mezcal,irish
34825,15090,mexican,reduced sodium soy sauce chopped cilantro fresh olive oil garlic cloves lime Sriracha honey boneless skinless chicken breasts,thai
23087,1304,mexican,hazelnut large garlic cloves skinless boneless turkey breast halves olive oil Italian parsley leaves adobo sauce black peppercorns bay leaves bacon slices fresh parsley dried thyme worcestershire sauce fresh lime juice,italian
23544,18581,mexican,pepper yellow onion garlic vegetable oil medium grain rice tomato sauce salt,vietnamese
27160,20906,mexican,tomato paste red pepper flakes green onions onion whole wheat pizza dough shredded mozzarella cheese chicken breasts chipotle sauce,italian
23563,3876,mexican,sweet potatoes adobo sauce black pepper salt chipotle chile butter fat free milk maple syrup,southern_us
